date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:17:35	65204/65204	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:06:28%20GMT	http://healthadmin.thememinister.com/table.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/table.html	(from http://healthadmin.thememinister.com/)
12:17:35	48452/48452	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:14:46%20GMT	http://healthadmin.thememinister.com/add-patient.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-patient.html	(from http://healthadmin.thememinister.com/)
12:17:36	52127/52127	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:56:36%20GMT	http://healthadmin.thememinister.com/pt-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/pt-list.html	(from http://healthadmin.thememinister.com/)
12:17:37	45949/45949	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2012:21:50%20GMT	http://healthadmin.thememinister.com/add-department.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-department.html	(from http://healthadmin.thememinister.com/)
12:17:37	52062/52062	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:33:16%20GMT	http://healthadmin.thememinister.com/dep-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/dep-list.html	(from http://healthadmin.thememinister.com/)
12:17:38	49934/49934	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:23:34%20GMT	http://healthadmin.thememinister.com/add-schedule.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-schedule.html	(from http://healthadmin.thememinister.com/)
12:17:38	56655/56655	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:57:20%20GMT	http://healthadmin.thememinister.com/sch-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/sch-list.html	(from http://healthadmin.thememinister.com/)
12:17:39	47160/47160	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:11:44%20GMT	http://healthadmin.thememinister.com/add-app.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-app.html	(from http://healthadmin.thememinister.com/)
12:17:39	55324/55324	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:24:10%20GMT	http://healthadmin.thememinister.com/app-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/app-list.html	(from http://healthadmin.thememinister.com/)
12:17:40	46650/46650	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:15:16%20GMT	http://healthadmin.thememinister.com/add-payment.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-payment.html	(from http://healthadmin.thememinister.com/)
12:17:41	55878/55878	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:54:36%20GMT	http://healthadmin.thememinister.com/pay-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/pay-list.html	(from http://healthadmin.thememinister.com/)
12:17:42	46739/46739	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:54:24%20GMT	http://healthadmin.thememinister.com/patient-wise-report.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/patient-wise-report.html	(from http://healthadmin.thememinister.com/)
12:17:42	49761/49761	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:33:40%20GMT	http://healthadmin.thememinister.com/doctor-wise-report.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/doctor-wise-report.html	(from http://healthadmin.thememinister.com/)
12:17:43	42315/42315	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:06:56%20GMT	http://healthadmin.thememinister.com/total-report.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/total-report.html	(from http://healthadmin.thememinister.com/)
12:17:43	70521/70521	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:07:52%20GMT	http://healthadmin.thememinister.com/widgets.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/widgets.html	(from http://healthadmin.thememinister.com/)
12:17:43	42090/42090	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:13:42%20GMT	http://healthadmin.thememinister.com/add-emp.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-emp.html	(from http://healthadmin.thememinister.com/)
12:17:44	55712/55712	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:34:04%20GMT	http://healthadmin.thememinister.com/emp-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/emp-list.html	(from http://healthadmin.thememinister.com/)
12:17:44	41941/41941	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:14:26%20GMT	http://healthadmin.thememinister.com/add-ns.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-ns.html	(from http://healthadmin.thememinister.com/)
12:17:45	57479/57479	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:53:34%20GMT	http://healthadmin.thememinister.com/ns-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/ns-list.html	(from http://healthadmin.thememinister.com/)
12:17:45	50290/50290	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:21:36%20GMT	http://healthadmin.thememinister.com/add-ph.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-ph.html	(from http://healthadmin.thememinister.com/)
12:17:46	57190/57190	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:54:54%20GMT	http://healthadmin.thememinister.com/ph-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/ph-list.html	(from http://healthadmin.thememinister.com/)
12:17:47	47708/47708	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:23:06%20GMT	http://healthadmin.thememinister.com/add-rep.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-rep.html	(from http://healthadmin.thememinister.com/)
12:17:47	56157/56157	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:57:04%20GMT	http://healthadmin.thememinister.com/rep-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/rep-list.html	(from http://healthadmin.thememinister.com/)
12:17:48	43403/43403	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:13:14%20GMT	http://healthadmin.thememinister.com/add-bed.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-bed.html	(from http://healthadmin.thememinister.com/)
12:17:49	55858/55858	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:24:52%20GMT	http://healthadmin.thememinister.com/bed-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/bed-list.html	(from http://healthadmin.thememinister.com/)
12:17:49	44050/44050	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:14:06%20GMT	http://healthadmin.thememinister.com/add-notice.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/add-notice.html	(from http://healthadmin.thememinister.com/)
12:17:50	56552/56552	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:53:18%20GMT	http://healthadmin.thememinister.com/not-list.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/not-list.html	(from http://healthadmin.thememinister.com/)
12:17:50	57782/57782	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:47:00%20GMT	http://healthadmin.thememinister.com/mailbox.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/mailbox.html	(from http://healthadmin.thememinister.com/)
12:17:51	4236/4236	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2013:58:08%20GMT	http://healthadmin.thememinister.com/register.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/register.html	(from http://healthadmin.thememinister.com/)
12:17:51	3516/3516	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2013:39:36%20GMT	http://healthadmin.thememinister.com/forget_password.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/forget_password.html	(from http://healthadmin.thememinister.com/)
12:17:51	2959/2959	---MCZ	200	added ('OK')	text/html	date:Sun,%2030%20Apr%202017%2014:31:46%20GMT	http://healthadmin.thememinister.com/lockscreen.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/lockscreen.html	(from http://healthadmin.thememinister.com/)
12:17:52	2578/2578	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2011:48:54%20GMT	http://healthadmin.thememinister.com/404.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/404.html	(from http://healthadmin.thememinister.com/)
12:17:52	1956/1956	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2012:08:28%20GMT	http://healthadmin.thememinister.com/505.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/505.html	(from http://healthadmin.thememinister.com/)
12:17:53	44381/44381	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:25:12%20GMT	http://healthadmin.thememinister.com/blank.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/blank.html	(from http://healthadmin.thememinister.com/)
12:17:53	51039/51039	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:25:58%20GMT	http://healthadmin.thememinister.com/calender.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/calender.html	(from http://healthadmin.thememinister.com/)
12:17:54	109510/109510	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:25:32%20GMT	http://healthadmin.thememinister.com/buttons.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/buttons.html	(from http://healthadmin.thememinister.com/)
12:17:55	56307/56307	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:53:54%20GMT	http://healthadmin.thememinister.com/panels.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/panels.html	(from http://healthadmin.thememinister.com/)
12:17:55	57858/57858	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:07:10%20GMT	http://healthadmin.thememinister.com/typography.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/typography.html	(from http://healthadmin.thememinister.com/)
12:17:56	57436/57436	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:06:16%20GMT	http://healthadmin.thememinister.com/tabs.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/tabs.html	(from http://healthadmin.thememinister.com/)
12:17:58	488979/488979	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:42:18%20GMT	http://healthadmin.thememinister.com/icons_fontawesome.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/icons_fontawesome.html	(from http://healthadmin.thememinister.com/)
12:17:58	79014/79014	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:53:06%20GMT	http://healthadmin.thememinister.com/notification.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/notification.html	(from http://healthadmin.thememinister.com/)
12:17:58	67133/67133	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:38:54%20GMT	http://healthadmin.thememinister.com/gridSystem.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/gridSystem.html	(from http://healthadmin.thememinister.com/)
12:17:59	56852/56852	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:05:44%20GMT	http://healthadmin.thememinister.com/slider.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/slider.html	(from http://healthadmin.thememinister.com/)
12:17:59	45631/45631	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2017:06:40%20GMT	http://healthadmin.thememinister.com/timeline.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/timeline.html	(from http://healthadmin.thememinister.com/)
12:18:00	52260/52260	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:44:32%20GMT	http://healthadmin.thememinister.com/invoice.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/invoice.html	(from http://healthadmin.thememinister.com/)
12:18:01	54280/54280	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:45:20%20GMT	http://healthadmin.thememinister.com/labels-badges-alerts.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/labels-badges-alerts.html	(from http://healthadmin.thememinister.com/)
12:18:01	69174/69174	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:56:00%20GMT	http://healthadmin.thememinister.com/progressbars.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/progressbars.html	(from http://healthadmin.thememinister.com/)
12:18:02	107794/107794	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:48:22%20GMT	http://healthadmin.thememinister.com/modals.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/modals.html	(from http://healthadmin.thememinister.com/)
12:18:03	44411/44411	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2013:50:16%20GMT	http://healthadmin.thememinister.com/layout_fixed.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/layout_fixed.html	(from http://healthadmin.thememinister.com/)
12:18:03	43602/43602	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:45:08%20GMT	http://healthadmin.thememinister.com/layout_boxed.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/layout_boxed.html	(from http://healthadmin.thememinister.com/)
12:18:04	43912/43912	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:45:56%20GMT	http://healthadmin.thememinister.com/layout_collapsed_sidebar.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/layout_collapsed_sidebar.html	(from http://healthadmin.thememinister.com/)
12:18:05	97163/97163	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Apr%202017%2018:41:02%20GMT	http://healthadmin.thememinister.com/assets/plugins/jQuery/jquery-1.12.4.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/jQuery/jquery-1.12.4.min.js	(from http://healthadmin.thememinister.com/)
12:18:05	37045/37045	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2026%20Dec%202016%2012:41:10%20GMT	http://healthadmin.thememinister.com/assets/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/bootstrap/js/bootstrap.min.js	(from http://healthadmin.thememinister.com/)
12:18:07	26843/26843	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2026%20Dec%202016%2015:00:10%20GMT	http://healthadmin.thememinister.com/assets/plugins/lobipanel/lobipanel.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/lobipanel/lobipanel.min.js	(from http://healthadmin.thememinister.com/)
12:18:07	4761/4761	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:37:52%20GMT	http://healthadmin.thememinister.com/assets/plugins/slimScroll/jquery.slimscroll.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/slimScroll/jquery.slimscroll.min.js	(from http://healthadmin.thememinister.com/)
12:18:07	12589/12589	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:37:26%20GMT	http://healthadmin.thememinister.com/assets/plugins/pace/pace.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/pace/pace.min.js	(from http://healthadmin.thememinister.com/)
12:18:07	8776/8776	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2026%20Dec%202016%2011:20:18%20GMT	http://healthadmin.thememinister.com/assets/plugins/fastclick/fastclick.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/fastclick/fastclick.min.js	(from http://healthadmin.thememinister.com/)
12:18:08	5264/5264	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:39:18%20GMT	http://healthadmin.thememinister.com/assets/plugins/toastr/toastr.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/toastr/toastr.min.js	(from http://healthadmin.thememinister.com/)
12:18:08	20153/20153	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202017%2017:14:22%20GMT	http://healthadmin.thememinister.com/assets/dist/js/custom1.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/js/custom1.js	(from http://healthadmin.thememinister.com/)
12:18:09	6218/6218	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2028%20Dec%202016%2012:22:38%20GMT	http://healthadmin.thememinister.com/assets/plugins/datamaps/topojson.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/datamaps/topojson.min.js	(from http://healthadmin.thememinister.com/)
12:18:10	43283/43283	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:38:14%20GMT	http://healthadmin.thememinister.com/assets/plugins/sparkline/sparkline.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/sparkline/sparkline.min.js	(from http://healthadmin.thememinister.com/)
12:18:10	253704/253704	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:29:52%20GMT	http://healthadmin.thememinister.com/assets/plugins/jquery-ui-1.12.1/jquery-ui.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/jquery-ui-1.12.1/jquery-ui.min.js	(from http://healthadmin.thememinister.com/)
12:18:11	1067/1067	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2016%20Nov%202016%2012:51:00%20GMT	http://healthadmin.thememinister.com/assets/plugins/counterup/jquery.counterup.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/counterup/jquery.counterup.min.js	(from http://healthadmin.thememinister.com/)
12:18:11	8051/8051	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2016%20Nov%202016%2013:02:42%20GMT	http://healthadmin.thememinister.com/assets/plugins/counterup/waypoints.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/counterup/waypoints.js	(from http://healthadmin.thememinister.com/)
